Trade#,Symbol,Type,Side,Entry Time,Entry Price,Entry Fee,Exit Time,Exit Price,Exit Fee,Size,Gross P&L,Net P&L,Return %,Hold Hours,Exit Reason,Peak Price,Peak ROC
18,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:34:00+00:00,0.172,0.25,2025-12-14 15:36:00+00:00,0.1725,0.2507267441860465,145.34883720930233,0.07267441860465124,-0.4280523255813953,0.29069767441860495,0.03333333333333333,roc_peak_drop,0.1725,0.7025761124121566
19,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:36:00+00:00,0.1725,0.25,2025-12-14 15:37:00+00:00,0.1727,0.25028985507246376,144.92753623188406,0.028985507246377645,-0.47130434782608616,0.11594202898551058,0.016666666666666666,roc_peak_drop,0.1727,0.11607661056296514
20,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:37:00+00:00,0.1727,0.25,2025-12-14 15:39:00+00:00,0.172,0.2489866821077012,144.7596988998263,-0.1013317892298793,-0.6003184713375805,-0.4053271569195172,0.03333333333333333,roc_peak_drop,0.1731,0.23161551823973614
21,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:39:00+00:00,0.172,0.25,2025-12-14 15:41:00+00:00,0.1729,0.25130813953488373,145.34883720930233,0.13081395348837382,-0.3704941860465099,0.5232558139534953,0.03333333333333333,roc_peak_drop,0.1736,0.6376811594202891
22,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:41:00+00:00,0.1729,0.25,2025-12-14 15:44:00+00:00,0.1721,0.24884326200115675,144.59224985540774,-0.1156737998843255,-0.6145170618854823,-0.462695199537302,0.05,roc_peak_drop,0.1739,0.46216060080876975
23,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:44:00+00:00,0.1721,0.25,2025-12-14 15:45:00+00:00,0.1731,0.2514526438117374,145.2643811737362,0.14526438117373633,-0.356188262638001,0.5810575246949453,0.016666666666666666,roc_peak_drop,0.1731,0.0581395348837388
24,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:45:00+00:00,0.1731,0.25,2025-12-14 15:52:00+00:00,0.1793,0.2589543616406701,144.42518775274408,0.8954361640670109,0.3864818024263407,3.5817446562680435,0.11666666666666667,take_profit,0.1793,3.2539221382916983
25,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:52:00+00:00,0.1793,0.25,2025-12-14 15:53:00+00:00,0.1777,0.2477691020635806,139.43112102621305,-0.22308979364193954,-0.7208588957055202,-0.8923591745677582,0.016666666666666666,roc_peak_drop,0.1793,0.9003939223410251
26,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:53:00+00:00,0.1777,0.25,2025-12-14 15:54:00+00:00,0.1776,0.24985931344963422,140.68655036578502,-0.014068655036576954,-0.5139279684862111,-0.05627462014630782,0.016666666666666666,roc_reversal,0.1777,
27,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:54:00+00:00,0.1776,0.25,2025-12-14 15:57:00+00:00,0.1785,0.2512668918918919,140.76576576576576,0.12668918918918695,-0.3745777027027049,0.5067567567567478,0.05,roc_peak_drop,0.1793,0.6172839506172867
28,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:57:00+00:00,0.1785,0.25,2025-12-14 15:59:00+00:00,0.1783,0.24971988795518207,140.0560224089636,-0.02801120448179352,-0.5277310924369756,-0.11204481792717408,0.03333333333333333,roc_peak_drop,0.1803,1.463140123804152
29,CORECHAIN-USD,roc_momentum,buy,2025-12-14 15:59:00+00:00,0.1783,0.25,2025-12-14 16:00:00+00:00,0.1791,0.25112170499158726,140.21312394840157,0.11217049915872448,-0.38895120583286275,0.44868199663489794,0.016666666666666666,roc_peak_drop,0.1791,0.39414414414413734
30,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:00:00+00:00,0.1791,0.25,2025-12-14 16:01:00+00:00,0.1789,0.24972082635399218,139.58682300390842,-0.027917364600782483,-0.5276381909547747,-0.11166945840312993,0.016666666666666666,roc_peak_drop,0.1791,0.22383883603804833
31,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:01:00+00:00,0.1789,0.25,2025-12-14 16:02:00+00:00,0.1729,0.2416154276131917,139.7428731134712,-0.838457238680828,-1.3300726662940197,-3.353828954723312,0.016666666666666666,roc_reversal,0.1789,-0.2230897936419285
32,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:02:00+00:00,0.1729,0.25,2025-12-14 16:03:00+00:00,0.1701,0.2459514170040486,144.59224985540774,-0.40485829959514125,-0.9008097165991898,-1.619433198380565,0.016666666666666666,roc_reversal,0.1729,-3.1372549019607843
33,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:03:00+00:00,0.1701,0.25,2025-12-14 16:04:00+00:00,0.1703,0.2502939447383892,146.9723691945914,0.029394473838919126,-0.47089947089947004,0.1175778953556765,0.016666666666666666,roc_reversal,0.1703,-4.486819966348843
34,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:04:00+00:00,0.1703,0.25,2025-12-14 16:05:00+00:00,0.1703,0.25,146.7997651203758,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,0.1703,-4.486819966348843
35,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:05:00+00:00,0.1703,0.25,2025-12-14 16:06:00+00:00,0.1709,0.25088079859072226,146.7997651203758,0.08807985907222393,-0.41280093951849833,0.3523194362888957,0.016666666666666666,roc_reversal,0.1709,-4.471771939631086
36,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:06:00+00:00,0.1709,0.25,2025-12-14 16:07:00+00:00,0.1711,0.25029256875365713,146.2843768285547,0.029256875365711782,-0.4710356933879453,0.11702750146284713,0.016666666666666666,roc_reversal,0.1711,-1.0410641989589298
37,CORECHAIN-USD,roc_momentum,buy,2025-12-14 16:07:00+00:00,0.1711,0.25,2025-12-14 16:09:00+00:00,0.1711,0.25,146.11338398597312,0.0,-0.5,0.0,0.03333333333333333,roc_peak_drop,0.172,1.1169900058788818
